"serial_no","category","intm_id","page","name","trade_name","registration_no","email","telephone","fax_no","address","contact_person","correspondence_address","correspondence_email","correspondence_telephone","correspondence_fax","website","exchange_name","emails_all","phone_numbers_all","validity","source_url"
"295","Registered Stock Brokers in equity segment","30","12","AMIT JASANI FINANCIAL SERVICES PVT. LTD.","AMIT JASANI FINANCIAL SERVICES PVT. LTD.","INZ000280133","amit@nayaissue.com","9102266145678","","3RD FLOOR, HIND RAJASTHAN CHAMBERS,6 OAK LANE,FORT","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","amit@nayaissue.com","9102266145678","Jun 07, 2000 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"296","Registered Stock Brokers in equity segment","30","12","AMIT NALIN SECURITIES PVT.LTD.","AMIT NALIN SECURITIES PVT.LTD.","INZ000244134","npshah_67@yahoo.com","9102222854721","","142 A, Mittal Tower Nariman Point","","","","","","","NSE Clearing Limited","npshah_67@yahoo.com","9102222854721","Dec 30, 1997 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"297","Registered Stock Brokers in equity segment","30","12","AMIT NALIN SECURITIES PVT.LTD.","AMIT NALIN SECURITIES PVT.LTD.","INZ000244134","npshah_67@yahoo.com","9102222854721","","142 A, Mittal Tower Nariman Point","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","npshah_67@yahoo.com","9102222854721","Dec 30, 1997 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"298","Registered Stock Brokers in equity segment","30","12","AMIT NALIN SECURITIES PVT.LTD.","AMIT NALIN SECURITIES PVT.LTD.","INZ000244134","npshah_67@yahoo.com","9102222854721","","142 A, Mittal Tower Nariman Point","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","npshah_67@yahoo.com","9102222854721","Dec 30, 1997 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"299","Registered Stock Brokers in equity segment","30","12","AMIT NALIN SECURITIES PVT.LTD.","AMIT NALIN SECURITIES PVT.LTD.","INZ000244134","npshah_67@yahoo.com","9102222854721","","142 A, Mittal Tower Nariman Point","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","npshah_67@yahoo.com","9102222854721","Dec 30, 1997 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"300","Registered Stock Brokers in equity segment","30","12","AMIT SAHITA FINANCE PVT. LTD.","AMIT SAHITA FINANCE PVT. LTD.","INZ000230731","amitsahita@hotmail.com","9102222721600","","PG - 15, Rotunda Building, Dalal Street, Fort,","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","amitsahita@hotmail.com","9102222721600","Dec 23, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"301","Registered Stock Brokers in equity segment","30","13","AMIT SAHITA FINANCE PVT. LTD.","AMIT SAHITA FINANCE PVT. LTD.","INZ000230731","amitsahita@hotmail.com","9102222721600","","PG - 15, Rotunda Building, Dalal Street, Fort,","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","amitsahita@hotmail.com","9102222721600","Dec 23, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"302","Registered Stock Brokers in equity segment","30","13","AMIT SARAF","AMIT SARAF","INB030972511","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Nov 12, 1997 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"303","Registered Stock Brokers in equity segment","30","13","AMIT SARAOGI","AMIT SARAOGI AND COMPANY","INB031468417","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Nov 08, 2012 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"304","Registered Stock Brokers in equity segment","30","13","AMITY HOLDINGS PRIVATE LIMITED","AMITY HOLDINGS PRIVATE LIMITED","INZ000326834","solar.amity@gmail.com","02200220220168","","128 129 12th floor Mittal Chambrt Nariman Point Mumbai","","","","","","","METROPOLITAN STOCK EXCHANGE","solar.amity@gmail.com","02200220220168","Apr 30, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"305","Registered Stock Brokers in equity segment","30","13","AMIY YOGESH RUNGTA","AMIY RUNGTA","INB011347219","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Aug 12, 2009 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"306","Registered Stock Brokers in equity segment","30","13","AMOD KUMAR KHANDELWAL","AMOD KUMAR KHANDELWAL","INB031072516","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Dec 15, 1999 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"307","Registered Stock Brokers in equity segment","30","13","AMODINI SECURITIES PRIVATE LIMITED","AMODINI SECURITIES PRIVATE LIMITED","INB011415933","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Oct 20, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"308","Registered Stock Brokers in equity segment","30","13","AMOL CAPITAL MARKETS PVT. LTD.","AMOL CAPITAL MARKETS PVT. LTD.","INZ000253632","amol.cap@gmail.com","9102222855168","","106, 1ST FLOOR, 22-D MOTALIBAI WADIA BUILDING, S.A BRELVI ROAD, FORT","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","amol.cap@gmail.com","9102222855168","Apr 26, 2000 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"309","Registered Stock Brokers in equity segment","30","13","AMOL FINANCIAL SERVICES PRIVATE LIMITED","AMOL FINANCIAL SERVICES PRIVATE LIMITED","INZ000246833","AAAA@AAA.COM","9102222855168","","106,MOTLIBAI WADIA BUILDING 22-D,S.A.BRELVI ROADFORT","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","AAAA@AAA.COM","9102222855168","Jul 28, 2006 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"310","Registered Stock Brokers in equity segment","30","13","AMOL FINANCIAL SERVICES PRIVATE LIMITED","AMOL FINANCIAL SERVICES PRIVATE LIMITED","INZ000246833","AAAA@AAA.COM","9102222855168","","106,MOTLIBAI WADIA BUILDING 22-D,S.A.BRELVI ROADFORT","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","AAAA@AAA.COM","9102222855168","Jul 28, 2006 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"311","Registered Stock Brokers in equity segment","30","13","AMRAPALI CAPITAL & FINANCE SER LTD.","AMRAPALI CAPITAL & FINANCE SER LTD.","INZ000269735","compliance.ex@amrapali.com","912717429100","","Amrapali House Opp Monte Cresto Nr Taj Hotel On Sindhu Bhavan Road Bopal Ahmedabad","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","compliance.ex@amrapali.com","912717429100","Aug 08, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"312","Registered Stock Brokers in equity segment","30","13","AMRAPALI CAPITAL & FINANCE SER LTD.","AMRAPALI CAPITAL & FINANCE SER LTD.","INZ000269735","compliance.ex@amrapali.com","912717429100","","Amrapali House Opp Monte Cresto Nr Taj Hotel On Sindhu Bhavan Road Bopal Ahmedabad","","","","","","","METROPOLITAN STOCK EXCHANGE","compliance.ex@amrapali.com","912717429100","Aug 08, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"313","Registered Stock Brokers in equity segment","30","13","AMRAPALI CAPITAL & FINANCE SER LTD.","AMRAPALI CAPITAL & FINANCE SER LTD.","INZ000269735","compliance.ex@amrapali.com","912717429100","","Amrapali House Opp Monte Cresto Nr Taj Hotel On Sindhu Bhavan Road Bopal Ahmedabad","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","compliance.ex@amrapali.com","912717429100","Aug 08, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"314","Registered Stock Brokers in equity segment","30","13","Amtiger Consultants Private Limited","Amtiger Consultants Private Limited","INZ000267931","admin@amtiger.in","0919879169543","","331, 1st Floor, Raghuleela Mega Mall Premises CHS Ltd Poisar Gymkhana Road, Kandivali (West)","","","","","","","NSE Clearing Limited","admin@amtiger.in","0919879169543","Aug 03, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"315","Registered Stock Brokers in equity segment","30","13","AMTIGER CONSULTANTS PRIVATE LIMITED","AMTIGER CONSULTANTS PRIVATE LIMITED","INZ000267931","admin@amtiger.in","0919879169543","","331, 1st Floor, Raghuleela Mega Mall Premises CHS Ltd Poisar Gymkhana Road, Kandivali (West)","","","","","","","METROPOLITAN STOCK EXCHANGE","admin@amtiger.in","0919879169543","Aug 03, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"316","Registered Stock Brokers in equity segment","30","13","Amtiger Consultants Private Limited","Amtiger Consultants Private Limited","INZ000267931","admin@amtiger.in","0919879169543","","331, 1st Floor, Raghuleela Mega Mall Premises CHS Ltd Poisar Gymkhana Road, Kandivali (West)","","","","","","","NSE Clearing Limited","admin@amtiger.in","0919879169543","Aug 03, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"317","Registered Stock Brokers in equity segment","30","13","Amtiger Consultants Private Limited","Amtiger Consultants Private Limited","INZ000267931","admin@amtiger.in","0919879169543","","331, 1st Floor, Raghuleela Mega Mall Premises CHS Ltd Poisar Gymkhana Road, Kandivali (West)","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","admin@amtiger.in","0919879169543","Aug 03, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"318","Registered Stock Brokers in equity segment","30","13","Amtiger Consultants Private Limited","Amtiger Consultants Private Limited","INZ000267931","admin@amtiger.in","0919879169543","","331, 1st Floor, Raghuleela Mega Mall Premises CHS Ltd Poisar Gymkhana Road, Kandivali (West)","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","admin@amtiger.in","0919879169543","Aug 03, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"319","Registered Stock Brokers in equity segment","30","13","Amtiger Consultants Private Limited","Amtiger Consultants Private Limited","INZ000267931","admin@amtiger.in","0919879169543","","331, 1st Floor, Raghuleela Mega Mall Premises CHS Ltd Poisar Gymkhana Road, Kandivali (West)","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","admin@amtiger.in","0919879169543","Aug 03, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"320","Registered Stock Brokers in equity segment","30","13","AMU SHARES & SECURITIES LIMITED","AMU SHARES & SECURITIES LIMITED","INZ000277131","arvindshah@amushares.com","9102226234700","","2A PUSHPAM, 6 KANDUBHAI DESAI ROAD, VILE PARLE (W)","","","","","","","METROPOLITAN STOCK EXCHANGE","arvindshah@amushares.com","9102226234700","May 20, 1996 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"321","Registered Stock Brokers in equity segment","30","13","AMU SHARES & SECURITIES LIMITED","AMU SHARES & SECURITIES LIMITED","INZ000277131","arvindshah@amushares.com","9102226234700","","2A PUSHPAM, 6 KANDUBHAI DESAI ROAD, VILE PARLE (W)","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","arvindshah@amushares.com","9102226234700","May 20, 1996 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"322","Registered Stock Brokers in equity segment","30","13","AMU SHARES & SECURITIES LIMITED","AMU SHARES & SECURITIES LIMITED","INZ000277131","arvindshah@amushares.com","9102226234700","","2A PUSHPAM, 6 KANDUBHAI DESAI ROAD, VILE PARLE (W)","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","arvindshah@amushares.com","9102226234700","May 20, 1996 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"323","Registered Stock Brokers in equity segment","30","13","AN CAPITAL MARKETS LIMITED","AN CAPITAL MARKETS LIMITED","INB231383531","","","","","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","","","May 25, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"324","Registered Stock Brokers in equity segment","30","13","ANAND CHAND MEHTA","ANAND MEHTA & CO.","INB030055518","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Nov 30, 1992 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"325","Registered Stock Brokers in equity segment","30","13","ANAND JHAVERI FINCON PVT. LTD.","ANAND JHAVERI FINCON PVT. LTD.","INZ000238834","anandfincon@yahoo.com","9102222723216","","PM-11 ROTUNDA BUILDING, BOMBAY STOCK EXCHANGE, DALAL STREET, FORT,","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","anandfincon@yahoo.com","9102222723216","Jun 07, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"326","Registered Stock Brokers in equity segment","30","14","ANAND JHAVERI FINCON PVT. LTD.","ANAND JHAVERI FINCON PVT. LTD.","INZ000238834","anandfincon@yahoo.com","9102222723216","","PM-11 ROTUNDA BUILDING, BOMBAY STOCK EXCHANGE, DALAL STREET, FORT,","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","anandfincon@yahoo.com","9102222723216","Jun 07, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"327","Registered Stock Brokers in equity segment","30","14","ANAND R. LADSARIYA SHARES & STOCK BROKERS P LTD","ANAND R. LADSARIYA SHARES & STOCK BROKERS P LTD","INB010990937","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"328","Registered Stock Brokers in equity segment","30","14","ANAND RATHI GLOBAL INTERMEDIARIES LIMITED","ANAND RATHI GLOBAL INTERMEDIARIES LIMITED","INZ000327038","argil@rathi.com","0229024389548","","1003-1012, DALAL STREET, COMMERCIAL CO. OP. SOC., BLOCK 53E, ZONE 5, GIFT CITY,","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","argil@rathi.com","0229024389548","May 21, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"329","Registered Stock Brokers in equity segment","30","14","ANAND RATHI GLOBAL INTERMEDIARIES LIMITED","ANAND RATHI GLOBAL INTERMEDIARIES LIMITED","INZ000327038","argil@rathi.com","0229024389548","","1003-1012, DALAL STREET, COMMERCIAL CO. OP. SOC., BLOCK 53E, ZONE 5, GIFT CITY,","","","","","","","NSE Clearing Limited","argil@rathi.com","0229024389548","May 21, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"330","Registered Stock Brokers in equity segment","30","14","ANAND RATHI INTERNATIONAL VENTURES (IFSC) PRIVATE LIMITED","ANAND RATHI INTERNATIONAL VENTURES (IFSC) PRIVATE LIMITED","INZ000292939","deepakkedia@rathi.com","02262817190","","UNIT NO. 634, SIGNATURE, 6TH FLOOR, BLOCK 13B, ZONE 1, GIFT SEZ, GIFT CITY","","","","","","","INDIA INTERNATIONAL EXCHANGE (IFSC) LIMITED","deepakkedia@rathi.com","02262817190","Feb 12, 2020 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"331","Registered Stock Brokers in equity segment","30","14","ANAND RATHI SECURITIES PVT. LTD.","ANAND RATHI SECURITIES PVT. LTD.","INB031071930","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Aug 30, 2000 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"332","Registered Stock Brokers in equity segment","30","14","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","INZ000170832","deepakkedia@rathi.com","0917498339752","","Express Zone A- Wing, 10th Floor Western Express Highway, Goregaon (East)","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","deepakkedia@rathi.com","0917498339752","Dec 16, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"333","Registered Stock Brokers in equity segment","30","14","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","INZ000170832","deepakkedia@rathi.com","0917498339752","","Express Zone A- Wing, 10th Floor Western Express Highway, Goregaon (East)","","","","","","","NSE Clearing Limited","deepakkedia@rathi.com","0917498339752","Dec 16, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"334","Registered Stock Brokers in equity segment","30","14","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","INZ000170832","deepakkedia@rathi.com","0917498339752","","Express Zone A- Wing, 10th Floor Western Express Highway, Goregaon (East)","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","deepakkedia@rathi.com","0917498339752","Dec 16, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"335","Registered Stock Brokers in equity segment","30","14","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","INZ000170832","deepakkedia@rathi.com","0917498339752","","Express Zone A- Wing, 10th Floor Western Express Highway, Goregaon (East)","","","","","","","METROPOLITAN STOCK EXCHANGE","deepakkedia@rathi.com","0917498339752","Dec 16, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"336","Registered Stock Brokers in equity segment","30","14","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","ANAND RATHI SHARE AND STOCK BROKERS LIMITED","INZ000170832","deepakkedia@rathi.com","0917498339752","","Express Zone A- Wing, 10th Floor Western Express Highway, Goregaon (East)","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","deepakkedia@rathi.com","0917498339752","Dec 16, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"337","Registered Stock Brokers in equity segment","30","14","ANAND SHARE BROKING (P) LTD.","ANAND SHARE BROKING (P) LTD.","INB030798132","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Oct 06, 1995 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"338","Registered Stock Brokers in equity segment","30","14","ANANDI LAL SHAH","ANANDI LAL SHAH","INB030671111","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Nov 23, 1994 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"339","Registered Stock Brokers in equity segment","30","14","ANANT INVESTMENTS PRIVATE LIMITED","ANANT INVESTMENTS PRIVATE LIMITED","INZ000237633","Anant08155@gmail.com","9102228908642","","1014, Gold Crest Business Centre, L T Road, Borivali West","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","Anant08155@gmail.com","9102228908642","Aug 20, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"340","Registered Stock Brokers in equity segment","30","14","ANANT INVESTMENTS PRIVATE LIMITED","ANANT INVESTMENTS PRIVATE LIMITED","INZ000237633","Anant08155@gmail.com","9102228908642","","1014, Gold Crest Business Centre, L T Road, Borivali West","","","","","","","NSE Clearing Limited","Anant08155@gmail.com","9102228908642","Aug 20, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"341","Registered Stock Brokers in equity segment","30","14","ANANT INVESTMENTS PRIVATE LIMITED","ANANT INVESTMENTS PRIVATE LIMITED","INZ000237633","Anant08155@gmail.com","9102228908642","","1014, Gold Crest Business Centre, L T Road, Borivali West","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","Anant08155@gmail.com","9102228908642","Aug 20, 2010 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"342","Registered Stock Brokers in equity segment","30","14","Anantroop Financial Advisory Services Private Limited","Anantroop Financial Advisory Services Private Limited","INZ000306235","santosh@skothari.com","02224224480","","A-1404, 14th Floor, Naman Midtown, Near India Bulls Senapati Bapat Marg Elphistone West","","","","","","","METROPOLITAN STOCK EXCHANGE","santosh@skothari.com","02224224480","Mar 31, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"343","Registered Stock Brokers in equity segment","30","14","ANC SECURITIES LTD","ANC SECURITIES LTD","INB031032437","","","","","","","","","","","CALCUTTA STOCK EXCHANGE","","","Jun 09, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"344","Registered Stock Brokers in equity segment","30","14","ANEMONE ENTERPRISES PRIVATE LIMITED","ANEMONE ENTERPRISES PRIVATE LIMITED","INB011432136","","","","","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","","","Mar 04, 2011 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"345","Registered Stock Brokers in equity segment","30","14","ANG CAPITAL QUANTS PRIVATE LIMITED","ANG CAPITAL QUANTS PRIVATE LIMITED","INZ000174838","angcap@angcapital.in","9101204232212","","VC-1, 2nd Floor, Above HDFC Bank Sector-3","","","","","","","NSE Clearing Limited","angcap@angcapital.in","9101204232212","Jun 20, 2008 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"346","Registered Stock Brokers in equity segment","30","14","ANG CAPITAL QUANTS PRIVATE LIMITED","ANG CAPITAL QUANTS PRIVATE LIMITED","INZ000174838","angcap@angcapital.in","9101204232212","","VC-1, 2nd Floor, Above HDFC Bank Sector-3","","","","","","","NSE Clearing Limited","angcap@angcapital.in","9101204232212","Jun 20, 2008 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"347","Registered Stock Brokers in equity segment","30","14","ANG CAPITAL QUANTS PRIVATE LIMITED","ANG CAPITAL QUANTS PRIVATE LIMITED","INZ000174838","angcap@angcapital.in","9101204232212","","VC-1, 2nd Floor, Above HDFC Bank Sector-3","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","angcap@angcapital.in","9101204232212","Jun 20, 2008 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"348","Registered Stock Brokers in equity segment","30","14","ANG CAPITAL QUANTS PRIVATE LIMITED","ANG CAPITAL QUANTS PRIVATE LIMITED","INZ000174838","angcap@angcapital.in","9101204232212","","VC-1, 2nd Floor, Above HDFC Bank Sector-3","","","","","","","METROPOLITAN STOCK EXCHANGE","angcap@angcapital.in","9101204232212","Jun 20, 2008 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"349","Registered Stock Brokers in equity segment","30","14","ANG CAPITAL QUANTS PRIVATE LIMITED","ANG CAPITAL QUANTS PRIVATE LIMITED","INZ000174838","angcap@angcapital.in","9101204232212","","VC-1, 2nd Floor, Above HDFC Bank Sector-3","","","","","","","NATIONAL STOCK EXCHANGE OF INDIA LIMITED","angcap@angcapital.in","9101204232212","Jun 20, 2008 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"350","Registered Stock Brokers in equity segment","30","14","ANGEL BROKING PRIVATE LIMITED","ANGEL BROKING PRIVATE LIMITED","INB261279831","","","","","","","","","","","METROPOLITAN STOCK EXCHANGE","","","Mar 19, 2013 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"351","Registered Stock Brokers in equity segment","30","15","ANGEL ONE LIMITED","ANGEL ONE LIMITED","INZ000161534","compliance@angelone.in","919820760789","","601, 6TH FLOOR, ACKRUTI STAR, CENTRAL ROAD, MIDC, ANDHERI (EAST)","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","compliance@angelone.in","919820760789","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"352","Registered Stock Brokers in equity segment","30","15","ANGEL ONE LIMITED","ANGEL ONE LIMITED","INZ000161534","compliance@angelone.in","919820760789","","601, 6TH FLOOR, ACKRUTI STAR, CENTRAL ROAD, MIDC, ANDHERI (EAST)","","","","","","","BOMBAY STOCK EXCHANGE LIMITED","compliance@angelone.in","919820760789","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"353","Registered Stock Brokers in equity segment","30","15","ANGEL ONE LIMITED","ANGEL ONE LIMITED","INZ000161534","compliance@angelone.in","919820760789","","601, 6TH FLOOR, ACKRUTI STAR, CENTRAL ROAD, MIDC, ANDHERI (EAST)","","","","","","","METROPOLITAN STOCK EXCHANGE","compliance@angelone.in","919820760789","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
"354","Registered Stock Brokers in equity segment","30","15","ANGEL SECURITIES LIMITED","ANGEL SECURITIES LIMITED","INZ000245435","ASL_Compliance@angelbroking.com","9102239413940","","601, 6TH FLOOR, ACKRUTI STAR, CENTRAL ROAD, MIDC, ANDHERI (EAST)","","","","","","","INDIAN CLEARING CORPORATION LIMITED(ICCL)","ASL_Compliance@angelbroking.com","9102239413940","Jan 13, 1998 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=30"
